pH,Chlorine,Turbidity,Conductivity,Alkalinity,Temperature,Colour,pH
7.64,0.85,0.079,75.3,10.6,3.5,38.0,7.64
7.63,1.1,0.095,71.1,11.4,3.6,37.0,7.63
7.71,1.09,0.107,65.5,10.9,4.1,32.0,7.71
7.48,1.19,0.092,58.4,10.7,3.9,32.0,7.48
7.475,1.085,0.1175,66.3,12.3,3.7,38.0,7.475
7.47,0.98,0.143,74.2,13.9,3.5,44.0,7.47
6.98,1.15,0.164,75.1,13.1,3.0,46.0,6.98
7.71,1.07,0.089,68.2,12.4,3.7,30.0,7.71
7.16,0.99,0.09,68.0,9.7,3.7,36.0,7.16
7.02,0.85,0.284,69.0,9.4,3.9,37.0,7.02
7.92,0.93,0.131,65.2,10.8,3.9,35.0,7.92
7.76,0.98,0.222,68.30000000000001,9.8,4.0,34.5,7.76
7.6,0.94,0.313,71.4,8.8,4.1,34.0,7.6
7.13,0.97,0.338,57.5,8.2,4.1,39.0,7.13
6.91,1.07,0.332,64.4,6.8,4.1,42.0,6.91
7.34,1.03,0.06,65.2,9.2,4.8,41.0,7.34
7.3,1.1,0.088,66.9,15.7,4.1,38.0,7.3
6.93,1.19,0.161,67.2,13.3,4.3,38.0,6.93
7.255,1.06,0.113,66.30000000000001,10.65,4.35,41.0,7.255
7.58,0.93,0.065,65.4,8.0,4.4,44.0,7.58
7.69,0.91,0.288,63.2,12.25,4.5,38.0,7.69
6.89,0.99,0.25,64.3,16.5,4.6,36.0,6.89
7.19,1.18,0.197,59.1,15.8,4.8,34.0,7.19
7.63,1.53,0.183,63.1,14.4,5.4,39.0,7.63
7.2,1.36,0.206,68.3,8.7,5.2,30.0,7.2
7.300000000000001,1.21,0.207,67.0,8.2,5.7,33.0,7.300000000000001
7.4,1.06,0.208,65.7,7.7,6.2,36.0,7.4
7.0,0.95,0.199,59.0,8.4,6.6,35.0,7.0
6.88,0.93,0.266,60.2,10.1,7.9,34.0,6.88
7.92,0.87,0.073,60.0,8.6,7.4,40.0,7.92
8.09,0.94,0.079,68.0,9.7,7.5,43.0,8.09
8.004999999999999,0.905,0.076,64.0,9.149999999999999,7.45,41.5,8.004999999999999
8.0475,0.9225,0.0775,66.0,9.424999999999999,7.475,42.25,8.0475
7.84,0.963,0.129,60.4,9.2,7.4,30.0,7.84
7.25,0.99,0.166,56.2,8.6,7.8,34.0,7.25
7.13,0.92,0.089,58.2,8.7,8.3,30.0,7.13
7.39,0.86,0.104,57.6,8.9,8.1,29.0,7.39
6.46,0.91,0.178,58.3,9.3,8.2,33.0,6.46
7.77,0.86,0.086,55.3,9.2,9.1,34.0,7.77
7.77,0.94,0.08499999999999999,57.95,7.6499999999999995,8.55,34.0,7.77
7.77,0.83,0.084,60.6,6.1,8.0,34.0,7.77
8.13,0.76,0.088,57.8,6.0,8.4,36.0,8.13
6.55,0.75,0.185,57.1,5.2,8.8,35.0,6.55
7.9,0.68,0.123,57.2,7.7,8.8,41.0,7.9
7.44,0.86,0.137,54.4,8.2,9.9,37.0,7.44
6.63,0.96,0.176,52.6,5.0,15.0,35.0,6.63
7.34,0.865,0.13,54.3,5.95,12.85,37.0,7.34
8.05,0.77,0.084,56.0,6.9,10.7,39.0,8.05
7.23,0.96,0.074,54.0,6.5,10.6,36.0,7.23
6.82,1.01,0.213,52.0,7.1,11.2,30.0,6.82
6.76,0.84,0.367,56.6,7.1,10.6,49.0,6.76
8.5,0.98,0.127,62.0,8.3,10.7,47.0,8.5
7.79,1.05,0.097,61.2,7.6,10.2,45.0,7.79
7.4399999999999995,0.96,0.082,60.7,7.65,10.45,39.0,7.4399999999999995
7.09,0.87,0.067,60.2,7.7,10.7,33.0,7.09
7.28,0.96,0.068,60.8,7.4,11.9,40.0,7.28
7.45,0.92,0.084,61.0,7.7,10.4,43.0,7.45
7.1,0.83,0.135,61.8,7.1,12.1,44.0,7.1
7.34,0.83,0.076,60.2,7.6,12.9,42.0,7.34
7.18,1.19,0.09,60.3,8.1,13.4,45.0,7.18
7.029999999999999,1.23,0.113,60.65,7.65,12.55,46.0,7.029999999999999
6.88,1.11,0.136,61.0,7.2,11.7,47.0,6.88
8.02,1.08,0.084,61.6,7.9,11.8,32.0,8.02
7.64,1.01,0.13,57.6,7.7,12.7,50.0,7.64
6.97,0.97,0.083,55.0,7.9,12.4,46.0,6.97
7.26,1.07,0.176,59.6,8.0,12.4,39.0,7.26
7.2,1.13,0.209,52.8,8.1,12.6,39.0,7.2
7.26,1.055,0.183,53.45,8.2,12.5,37.5,7.26
7.32,0.98,0.157,54.1,8.3,12.4,36.0,7.32
7.54,0.93,0.092,63.9,7.3,10.8,35.0,7.54
6.33,0.93,0.313,60.8,7.9,11.2,36.0,6.33
7.57,1.19,0.079,59.5,7.1,11.2,40.0,7.57
7.29,1.16,0.114,58.2,7.3,10.3,44.0,7.29
7.48,1.16,0.093,64.0,7.2,10.9,43.0,7.48
7.725,1.15,0.1545,63.0,7.300000000000001,11.350000000000001,46.0,7.725
7.97,1.14,0.216,62.0,7.4,11.8,49.0,7.97
7.23,1.14,0.297,60.8,6.8,11.7,44.0,7.23
7.49,1.04,0.254,62.3,7.4,12.2,44.0,7.49
7.91,1.12,0.343,60.2,8.8,12.0,46.0,7.91
7.37,1.03,0.165,62.5,9.2,12.4,44.0,7.37
6.7,0.85,0.078,64.3,9.6,12.5,42.0,6.7
7.29,0.96,0.097,61.05,9.45,13.15,43.0,7.29
7.88,1.07,0.116,57.8,9.3,13.8,44.0,7.88
7.74,1.11,0.141,60.8,8.6,14.0,47.0,7.74
7.48,1.04,0.145,60.1,9.2,14.2,43.0,7.48
7.11,1.09,0.098,61.1,9.3,14.4,43.0,7.11
7.32,1.1,0.112,58.4,9.6,15.4,45.0,7.32
7.215,1.0950000000000002,0.10500000000000001,59.75,9.45,14.9,44.0,7.215
7.2675,1.0975000000000001,0.10850000000000001,59.075,9.524999999999999,15.15,44.5,7.2675
7.19,1.15,0.138,57.7,6.5,15.3,38.0,7.19
7.48,0.96,0.103,57.8,7.2,15.4,38.0,7.48
7.02,1.15,0.154,59.6,7.0,15.5,37.0,7.02
7.23,1.09,0.11399999999999999,59.7,6.9,15.35,41.5,7.23
7.44,1.29,0.074,59.8,6.8,15.2,46.0,7.44
6.5,0.91,0.574,54.0,6.1,14.7,38.0,6.5
7.16,0.68,0.34349999999999997,49.0,6.05,14.8,38.0,7.16
7.82,1.25,0.113,44.0,6.0,14.9,38.0,7.82
7.17,1.25,0.206,53.4,6.1,15.3,41.0,7.17
7.1,0.92,0.372,64.2,7.3,15.5,40.0,7.1
7.26,1.1,0.331,67.0,7.9,15.4,45.0,7.26
7.38,1.01,0.35150000000000003,65.6,7.6,15.45,42.5,7.38
7.32,1.0550000000000002,0.34125000000000005,66.3,7.75,15.425,43.75,7.32
7.35,1.0325000000000002,0.34637500000000004,65.94999999999999,7.675,15.4375,43.125,7.35
6.62,1.09,0.873,53.0,7.4,15.8,47.0,6.62
6.34,1.34,1.14,57.0,6.8,16.0,40.0,6.34
5.06,1.13,0.993,57.1,7.35,16.1,42.0,5.06
8.63,1.32,0.227,71.0,7.9,16.5,41.0,8.63
7.51,1.57,0.151,65.2,8.4,16.1,40.0,7.51
6.72,1.37,0.396,62.2,8.7,16.5,41.0,6.72
6.97,1.24,0.51,60.400000000000006,7.6,16.7,39.5,6.97
7.22,0.94,0.624,58.6,6.5,16.9,38.0,7.22
6.85,1.1,0.298,56.8,7.4,17.0,39.0,6.85
7.19,1.16,0.287,50.9,7.0,18.1,37.0,7.19
7.64,1.23,0.249,58.4,8.5,17.2,45.0,7.64
8.6,1.3,0.274,54.8,8.8,17.2,44.0,8.6
7.5,1.33,0.178,56.8,7.4,17.2,43.0,7.5
7.234999999999999,1.18,0.273,55.7,7.5,16.9,43.0,7.234999999999999
6.97,1.35,0.368,54.6,7.6,16.6,43.0,6.97
7.5,1.25,0.236,59.0,7.4,16.5,41.0,7.5
6.92,1.49,0.489,51.6,7.2,16.6,37.0,6.92
8.01,1.42,0.171,64.0,6.2,16.2,37.0,8.01
7.19,1.58,0.121,62.8,7.4,16.5,37.0,7.19
7.38,1.39,0.134,64.4,7.2,16.2,38.0,7.38
7.25,1.22,0.134,64.30000000000001,7.15,16.299999999999997,36.0,7.25
7.12,1.24,0.134,64.2,7.1,16.4,34.0,7.12
6.5,1.12,0.172,57.2,6.4,16.7,38.0,6.5
5.1,1.12,0.063,43.4,5.7,17.4,32.0,5.1
7.78,1.38,0.191,58.8,7.3,16.9,38.0,7.78
7.35,1.5,0.176,58.6,7.2,16.9,37.0,7.35
7.5649999999999995,1.44,0.1835,58.7,7.25,16.9,37.5,7.5649999999999995
7.4575,1.47,0.17975,58.650000000000006,7.225,16.9,37.25,7.4575
6.95,1.11,0.383,56.3,6.0,17.2,36.0,6.95
6.37,1.19,0.607,60.4,5.5,17.7,36.0,6.37
7.13,1.2,0.499,62.4,6.9,18.1,34.0,7.13
6.08,1.2,0.691,55.7,6.0,18.1,41.0,6.08
6.67,1.33,0.756,64.6,6.1,17.9,34.0,6.67
7.39,1.6,0.264,70.2,6.9,18.0,39.0,7.39
7.234999999999999,1.605,0.2345,70.1,8.15,18.05,38.0,7.234999999999999
7.08,1.61,0.205,70.0,9.4,18.1,37.0,7.08
7.06,1.41,0.158,69.0,8.4,18.2,38.0,7.06
7.39,1.361,0.109,70.2,8.1,18.1,42.0,7.39
7.31,1.36,0.087,63.2,7.3,18.0,43.0,7.31
6.24,1.33,0.079,58.8,7.0,17.9,41.0,6.24
8.64,1.15,0.224,82.1,8.2,18.2,35.0,8.64
7.865,1.125,0.1595,78.35,8.05,18.1,38.5,7.865
7.09,1.1,0.095,74.6,7.9,18.0,42.0,7.09
7.32,1.1,0.081,63.4,7.7,18.1,32.0,7.32
7.06,1.19,0.085,64.0,7.1,18.0,34.0,7.06
7.23,1.18,0.101,69.4,7.6,17.4,32.0,7.23
7.5,0.98,0.07,63.4,7.4,17.0,33.0,7.5
7.37,1.15,0.087,57.4,7.7,16.7,39.0,7.37
7.1899999999999995,1.055,0.0935,59.5,7.6,16.4,35.0,7.1899999999999995
7.01,0.96,0.1,61.6,7.5,16.1,31.0,7.01
7.4,1.31,0.093,38.4,7.3,15.8,32.0,7.4
7.65,1.07,0.09,67.0,8.3,15.9,38.0,7.65
7.25,1.22,0.083,63.5,6.3,16.1,49.0,7.25
7.95,1.03,0.087,62.0,7.0,16.1,31.0,7.95
7.06,1.25,0.089,62.2,6.7,15.9,33.0,7.06
7.085,1.25,0.0895,62.6,7.050000000000001,15.600000000000001,32.5,7.085
7.11,1.21,0.09,63.0,7.4,15.3,32.0,7.11
7.31,1.31,0.109,60.4,8.3,15.2,37.0,7.31
7.6,1.07,0.116,62.8,8.1,15.0,35.0,7.6
7.45,1.02,0.124,62.6,8.2,15.0,37.0,7.45
7.02,0.99,0.091,62.0,7.8,14.9,36.0,7.02
6.8,1.08,0.106,61.8,8.3,14.8,35.0,6.8
7.29,1.09,0.11499999999999999,62.7,8.45,14.850000000000001,32.0,7.29
7.78,1.06,0.124,63.6,8.6,14.9,29.0,7.78
7.58,1.18,0.201,63.2,8.9,14.7,34.0,7.58
7.16,1.43,0.086,62.5,9.1,14.7,31.0,7.16
6.03,1.23,0.395,58.5,9.6,14.3,41.0,6.03
6.86,1.13,0.156,66.2,6.8,14.5,34.0,6.86
6.7,1.42,0.264,66.0,7.2,14.6,34.0,6.7
6.67,2.02,0.257,68.6,6.3,8.7,54.0,6.67
7.2,1.432,0.107,72.8,7.4,14.3,58.0,7.2
7.78,1.34,0.124,70.0,8.2,14.1,42.0,7.78
7.37,1.16,0.11,70.0,7.7,14.1,59.0,7.37
6.49,1.16,0.082,67.6,7.4,13.4,54.0,6.49
6.725,1.22,0.0905,65.9,7.25,13.2,47.5,6.725
6.96,1.28,0.099,64.2,7.1,13.0,41.0,6.96
6.73,1.21,0.254,63.5,7.1,13.0,44.0,6.73
6.5,1.14,0.409,62.8,7.1,13.0,47.0,6.5
7.09,0.98,0.732,56.2,7.1,12.5,53.0,7.09
7.31,1.07,0.279,53.8,5.3,12.0,35.0,7.31
6.27,0.91,0.13,49.8,7.4,11.8,38.0,6.27
7.0649999999999995,1.16,0.1115,56.2,7.6,11.8,35.0,7.0649999999999995
7.86,1.15,0.093,62.6,7.8,11.8,32.0,7.86
7.885,1.32,0.10300000000000001,62.5,7.699999999999999,11.9,32.5,7.885
7.91,1.43,0.113,62.4,7.6,12.0,33.0,7.91
7.55,1.22,0.121,61.8,6.3,12.1,46.0,7.55
6.97,1.66,0.082,59.4,7.0,12.3,42.0,6.97
7.44,1.07,0.094,61.7,7.2,12.0,43.0,7.44
7.49,1.1,0.093,29.3,7.050000000000001,10.1,45.0,7.49
7.17,1.17,0.109,60.8,6.9,11.9,48.0,7.17
6.895,1.04,0.243,59.05,7.050000000000001,11.850000000000001,45.5,6.895
6.62,0.91,0.377,57.3,7.2,11.8,43.0,6.62
7.61,1.18,0.094,63.9,7.3,12.0,41.0,7.61
7.720000000000001,0.8799999999999999,0.471,59.55,7.15,11.2,45.5,7.720000000000001
7.83,0.58,0.848,55.2,7.0,10.4,50.0,7.83
7.94,0.9,0.171,61.2,7.4,10.0,48.0,7.94
7.31,1.3,0.098,61.4,6.9,9.6,49.0,7.31
7.3149999999999995,1.41,0.10250000000000001,62.099999999999994,6.7,9.5,61.5,7.3149999999999995
7.32,1.82,0.107,62.8,6.5,9.4,74.0,7.32
7.02,1.97,0.239,64.6,7.4,8.7,51.0,7.02
7.17,1.895,0.173,63.699999999999996,6.95,9.05,62.5,7.17
7.095,1.9325,0.206,64.14999999999999,7.175000000000001,8.875,56.75,7.095
7.97,1.71,0.154,66.0,7.1,8.0,45.0,7.97
7.02,1.93,0.178,59.3,7.3,7.9,44.0,7.02
6.824999999999999,2.04,0.373,65.55,6.85,7.9,54.0,6.824999999999999
6.63,1.63,0.568,71.8,6.4,7.9,64.0,6.63
7.61,1.57,0.23,60.8,7.1,7.8,66.0,7.61
7.14,1.7,0.394,61.2,7.7,7.7,42.0,7.14
7.66,1.87,0.127,62.9,8.1,7.6,41.0,7.66
7.44,1.79,0.529,60.3,7.3,7.3,34.0,7.44
7.38,1.59,0.342,57.4,6.4,7.6,58.0,7.38
7.48,1.74,0.2905,56.7,6.65,7.5,49.5,7.48
7.58,1.89,0.239,56.0,6.9,7.4,41.0,7.58
7.7,2.0,0.165,59.6,6.6,7.8,28.0,7.7
7.1,1.89,0.374,56.4,6.2,7.7,34.0,7.1
7.38,1.82,0.164,58.4,6.8,7.3,29.0,7.38
6.9,1.17,0.346,53.8,6.6,8.2,74.0,6.9
7.28,1.86,0.415,54.2,6.9,7.4,44.0,7.28
7.235,1.68,0.27349999999999997,54.1,6.95,7.300000000000001,50.5,7.235
7.19,1.77,0.132,54.0,7.0,7.2,57.0,7.19
7.15,1.815,0.124,54.05,6.975,7.25,60.0,7.15
7.11,1.86,0.116,54.025,6.9875,7.225,63.0,7.11
7.05,2.08,0.114,54.037499999999994,6.981249999999999,7.2375,60.0,7.05
7.02,2.09,0.112,54.03125,6.984375,7.231249999999999,44.0,7.02
7.72,2.1,0.604,61.4,7.6,3.5,41.0,7.72
7.615,2.07,0.528,61.7,7.449999999999999,3.55,52.5,7.615
7.51,2.04,0.452,62.0,7.3,3.6,64.0,7.51
7.29,2.08,0.163,61.6,6.9,3.5,66.0,7.29
7.59,1.96,0.299,64.0,7.4,3.5,44.0,7.59
7.47,1.8,0.131,63.0,7.2,3.5,38.0,7.47
7.79,1.81,0.139,61.4,6.9,4.3,33.0,7.79
7.26,1.82,0.327,63.5,7.0,4.2,27.0,7.26
7.145,1.81,0.34550000000000003,59.4,6.55,3.85,33.5,7.145
7.03,1.8,0.364,55.3,6.1,3.5,40.0,7.03
7.22,1.86,0.178,63.2,6.5,7.0,39.0,7.22
7.42,1.89,0.239,64.0,6.2,6.7,30.0,7.42
7.09,1.92,0.252,57.6,5.7,3.7,54.0,7.09
7.4,1.99,0.138,55.8,6.7,3.2,72.0,7.4
7.64,2.05,0.113,60.4,7.2,2.7,81.0,7.64
7.47,2.03,0.1115,61.599999999999994,7.050000000000001,2.85,64.5,7.47
7.3,1.94,0.11,62.8,6.9,3.0,48.0,7.3
7.75,1.95,0.147,64.0,7.0,2.5,57.0,7.75
7.14,1.9,0.151,59.8,6.8,2.7,65.5,7.14
8.11,1.95,0.138,57.8,7.1,3.4,74.0,8.11
8.46,1.92,0.123,65.7,8.4,3.5,70.0,8.46
8.3,1.89,0.135,66.3,7.8,3.4,68.0,8.3
8.455,1.95,0.1305,68.35,7.85,3.5,71.0,8.455
8.61,1.89,0.126,70.4,7.9,3.6,74.0,8.61
8.68,1.76,0.124,66.8,7.2,3.6,68.0,8.68
8.12,1.85,0.082,67.3,7.8,3.7,60.0,8.12
7.79,1.9,0.086,67.3,7.8,3.7,68.0,7.79
7.38,1.9,0.102,64.2,7.7,3.7,57.0,7.38
6.94,1.87,0.092,61.4,6.4,4.1,69.0,6.94
6.6850000000000005,1.85,0.2,59.75,6.6,3.9,68.5,6.6850000000000005
6.43,1.83,0.308,58.1,6.8,3.7,68.0,6.43
6.79,1.81,0.328,60.2,6.3,3.7,65.0,6.79
7.3,1.72,0.309,60.0,6.9,3.7,60.0,7.3
7.31,1.7,0.467,54.8,6.1,3.8,59.0,7.31
7.35,1.81,0.304,58.8,6.3,3.4,58.0,7.35
6.97,1.82,0.308,60.8,6.1,3.3,59.0,6.97
7.105,1.82,0.3265,64.2,6.300000000000001,3.25,39.5,7.105
7.09,1.86,0.337,61.4,6.2,3.4,55.0,7.09
7.12,1.87,0.316,67.0,6.4,3.1,24.0,7.12
7.43,1.87,0.267,65.0,6.1,3.0,54.0,7.43
7.24,1.93,0.154,66.2,6.3,3.1,53.0,7.24
7.36,1.99,0.17,67.5,7.3,3.0,48.0,7.36
7.2,1.97,0.256,64.4,7.1,3.1,51.0,7.2
7.1,1.97,0.3415,65.0,6.9,3.25,62.5,7.1
7.0,2.03,0.427,65.6,6.7,3.4,74.0,7.0
7.03,2.05,0.196,66.4,6.4,3.0,73.0,7.03
7.17,2.07,0.213,69.4,7.1,3.1,46.0,7.17
7.18,2.06,0.257,68.5,12.2,3.1,42.0,7.18
7.29,1.98,0.151,69.4,7.8,3.0,39.0,7.29
7.28,1.9,0.131,65.4,6.2,3.0,44.0,7.28
7.14,1.91,0.472,66.3,11.3,3.0,39.0,7.14
7.395,1.8900000000000001,0.345,66.0,10.75,3.0,38.5,7.395
7.65,1.87,0.218,65.7,10.2,3.0,38.0,7.65
7.35,1.8,0.35,65.8,9.9,2.7,36.0,7.35
7.47,1.79,0.273,66.8,7.6,2.8,34.0,7.47
7.18,1.72,0.496,65.2,7.1,3.1,37.0,7.18
7.35,1.84,0.394,68.4,7.4,3.1,35.0,7.35
7.225,1.85,0.4075,70.80000000000001,7.4,3.25,41.0,7.225
7.1,1.76,0.421,73.2,7.4,3.4,47.0,7.1
7.65,1.72,0.171,71.8,7.4,3.2,41.0,7.65
7.48,1.63,0.243,70.4,7.1,3.4,38.0,7.48
7.53,1.71,0.153,74.8,7.8,3.3,39.0,7.53
6.98,1.67,0.175,7.8,7.9,3.2,38.0,6.98
7.63,1.68,0.183,79.2,8.2,3.3,37.0,7.63
7.140000000000001,1.5499999999999998,0.1735,77.7,8.05,3.3499999999999996,42.5,7.140000000000001
6.65,1.42,0.164,76.2,7.9,3.4,48.0,6.65
7.13,1.48,0.143,77.6,6.7,3.2,46.0,7.13
6.890000000000001,1.45,0.1535,76.9,7.300000000000001,3.3,47.0,6.890000000000001
7.01,1.4649999999999999,0.14825,77.25,7.0,3.25,46.5,7.01
7.27,1.45,0.159,75.6,7.5,3.4,31.0,7.27
7.63,1.48,0.197,73.4,7.0,3.4,30.0,7.63
7.449999999999999,1.4649999999999999,0.178,74.5,7.25,3.4,30.5,7.449999999999999
6.58,1.38,0.363,70.8,9.2,3.2,33.0,6.58
7.39,1.46,0.441,69.2,8.7,3.5,29.0,7.39
7.23,1.47,0.305,69.8,8.2,3.6,28.0,7.23
7.46,1.5,0.429,68.2,7.0,3.3,32.0,7.46
7.8,1.48,0.365,65.8,7.3,4.0,33.0,7.8
7.63,1.51,0.197,67.0,6.9,3.65,42.0,7.63
7.715,1.43,0.281,66.4,7.1,3.825,37.5,7.715
7.672499999999999,1.42,0.23900000000000002,66.7,7.0,3.7375,42.0,7.672499999999999
7.69375,1.41,0.26,66.55000000000001,7.05,3.78125,33.0,7.69375
7.76,1.3,0.476,71.6,12.3,3.759375,46.0,7.76
7.39,1.45,0.293,77.2,9.7,3.1,47.0,7.39
7.95,1.4,0.408,77.3,12.3,2.8,44.0,7.95
7.67,1.42,0.294,74.6,1.2,2.8,41.0,7.67
7.8100000000000005,1.41,0.351,75.94999999999999,6.75,2.8,42.5,7.8100000000000005
7.33,1.38,0.812,70.4,7.5,2.7,47.0,7.33
7.69,1.49,0.176,72.8,11.5,2.8,37.0,7.69
8.05,1.41,0.269,71.2,11.5,2.9,34.0,8.05
7.5,1.42,0.225,70.3,11.3,3.0,36.0,7.5
6.67,1.46,0.339,66.2,12.1,3.1,44.0,6.67
7.44,1.47,0.315,69.0,10.5,3.2,30.0,7.44
7.055,1.4649999999999999,0.327,67.6,11.3,3.1500000000000004,37.0,7.055
7.3,1.4,0.322,67.8,10.3,2.9,37.0,7.3
7.6,1.35,0.184,68.0,10.7,2.9,38.0,7.6
5.79,1.31,0.114,68.2,8.1,2.9,31.0,5.79
7.63,1.35,0.194,69.4,9.9,2.8,36.0,7.63
7.54,1.33,0.355,68.6,9.3,3.0,37.0,7.54
7.23,1.21,0.203,68.4,8.7,3.0,39.0,7.23
7.385,1.27,0.279,68.5,9.0,3.0,38.0,7.385
7.11,1.29,0.247,65.2,7.7,3.1,39.0,7.11
7.23,1.28,0.193,56.4,7.2,3.1,35.0,7.23
6.77,1.33,0.33,71.4,7.1,3.0,44.0,6.77
6.69,1.35,0.224,73.0,6.8,3.1,45.0,6.69
6.91,1.43,0.237,70.9,8.2,3.2,44.0,6.91
7.27,1.51,0.273,74.7,12.0,3.0,31.0,7.27
7.09,1.49,0.255,72.80000000000001,10.1,3.1,37.5,7.09
7.11,1.43,0.302,73.8,9.1,3.1,39.0,7.11
6.76,1.42,0.229,74.6,9.8,3.2,46.0,6.76
7.04,1.36,0.197,74.8,11.3,3.3,40.0,7.04
7.09,1.33,0.246,74.8,11.6,3.3,39.0,7.09
7.36,1.18,0.486,70.2,10.4,3.4,43.0,7.36
7.49,1.29,0.417,76.2,7.8,3.6,54.0,7.49
7.425000000000001,1.2349999999999999,0.4515,73.2,9.1,3.5,48.5,7.425000000000001
7.64,1.35,0.16,74.0,11.8,3.7,38.0,7.64
5.92,1.34,0.066,50.2,3.7,3.8,37.0,5.92
7.06,1.25,0.431,53.8,8.2,3.8,40.0,7.06
5.61,1.26,0.122,54.4,6.4,3.8,41.0,5.61
6.68,1.38,0.525,58.8,5.9,4.1,44.0,6.68
6.145,1.3199999999999998,0.3235,56.599999999999994,6.15,3.9499999999999997,42.5,6.145
6.4125,1.31,0.42425,57.699999999999996,6.025,4.0249999999999995,43.25,6.4125
7.0,1.37,0.412,64.8,6.0,4.1,45.0,7.0
7.7,1.41,0.17,57.4,7.7,4.3,51.0,7.7
7.63,1.4,0.154,60.4,8.4,4.4,43.0,7.63
7.53,1.45,0.17,78.0,8.2,4.2,50.0,7.53
7.67,1.44,0.179,71.6,10.2,4.2,28.0,7.67
8.0,1.42,0.189,78.6,13.6,4.2,28.0,8.0
7.835,1.43,0.184,75.1,11.899999999999999,4.2,28.0,7.835
7.29,1.37,0.192,82.4,12.7,4.1,39.0,7.29
7.5625,1.4,0.188,78.75,12.299999999999999,4.15,33.5,7.5625
7.55,1.38,0.174,71.7,9.5,4.1,37.0,7.55
6.75,1.41,0.173,59.4,8.4,4.0,38.0,6.75
7.27,1.21,0.192,59.8,7.6,4.1,34.0,7.27
7.27,1.26,0.174,63.4,7.4,4.1,41.0,7.27
7.27,1.2349999999999999,0.183,61.599999999999994,7.5,4.1,37.5,7.27
7.27,1.13,0.219,63.0,1.0,3.7,39.0,7.27
6.57,0.41,0.397,53.2,5.2,3.6,43.0,6.57
5.61,0.91,0.956,60.4,5.7,3.8,54.0,5.61
6.94,1.26,0.547,66.6,6.0,3.9,42.0,6.94
6.72,1.35,0.567,62.4,6.4,3.4,46.0,6.72
7.21,1.36,0.29,59.6,6.9,3.4,53.0,7.21
6.965,1.355,0.4285,61.0,6.65,3.4,49.5,6.965
6.83,1.33,0.623,53.0,7.7,3.2,51.0,6.83
7.0,1.3425,0.39,57.4,7.2,2.8,47.0,7.0
6.79,1.32,0.653,66.8,7.6,2.9,55.0,6.79
7.85,1.18,0.702,55.0,6.8,3.0,52.0,7.85
6.12,1.54,0.477,58.0,7.2,3.3,44.0,6.12
6.56,1.44,0.806,57.4,7.6,3.4,41.0,6.56
6.34,1.44,0.6415,57.7,7.4,3.3499999999999996,42.5,6.34
6.93,1.46,0.738,59.6,6.9,3.9,44.0,6.93
6.5,1.67,0.196,59.8,6.8,4.2,39.0,6.5
6.25,1.66,0.481,59.6,7.5,4.4,39.0,6.25
6.92,1.74,0.214,73.9,12.3,4.4,35.0,6.92
8.79,1.61,0.275,78.8,10.9,4.9,30.0,8.79
7.64,1.59,0.295,76.4,11.7,4.8,35.0,7.64
8.215,1.6,0.28500000000000003,77.6,11.3,4.85,32.5,8.215
7.72,1.52,0.187,55.4,7.8,5.6,43.0,7.72
7.99,1.48,0.191,56.4,7.4,5.7,47.0,7.99
7.32,1.48,0.417,51.4,7.9,5.8,43.0,7.32
6.47,1.51,0.313,51.5,7.7,5.7,48.0,6.47
8.24,1.48,0.154,48.6,7.9,5.9,42.0,8.24
6.71,1.54,0.227,57.8,6.7,6.0,44.0,6.71
7.475,1.51,0.1905,53.2,7.300000000000001,5.95,43.0,7.475
6.93,1.47,0.182,61.8,6.2,7.1,40.0,6.93
7.4,1.48,0.181,62.8,7.9,7.2,50.0,7.4
7.05,1.45,0.281,58.0,7.5,6.8,38.0,7.05
6.54,1.46,0.184,58.0,7.3,7.7,39.0,6.54
6.39,1.47,0.154,59.4,7.8,7.6,29.0,6.39
7.08,1.41,0.356,54.4,8.2,7.9,35.0,7.08
6.734999999999999,1.37,0.255,56.9,8.0,7.75,32.0,6.734999999999999
7.07,1.43,0.263,54.6,7.9,8.9,36.0,7.07
7.07,1.49,0.174,55.2,8.1,9.1,33.0,7.07
6.52,1.66,0.152,57.3,8.3,9.3,34.0,6.52
7.1,1.31,0.142,58.5,8.1,9.8,35.0,7.1
7.73,1.24,0.128,60.8,8.9,9.9,30.0,7.73
7.37,1.23,0.138,62.8,8.4,9.9,46.0,7.37
7.550000000000001,1.2349999999999999,0.133,61.8,8.65,9.9,38.0,7.550000000000001
7.15,1.42,0.166,54.5,7.4,9.6,39.0,7.15
7.66,1.54,0.163,51.8,7.6,10.1,38.0,7.66
8.22,1.5,0.137,49.8,7.9,11.0,33.0,8.22
7.49,1.47,0.132,67.8,9.2,10.7,49.0,7.49
8.49,1.39,0.305,53.0,7.9,10.8,42.0,8.49
7.9,1.64,0.134,53.6,7.3,11.9,44.0,7.9
8.195,1.66,0.2195,53.3,7.6,11.350000000000001,43.0,8.195
6.84,1.66,0.0,56.2,7.7,11.8,39.0,6.84
6.64,1.67,0.094,58.2,7.2,11.4,32.0,6.64
7.1,1.7,0.167,54.6,7.0,11.9,32.0,7.1
6.79,1.71,0.083,55.6,7.1,11.4,34.0,6.79
7.3,1.68,0.079,61.6,7.8,11.5,32.0,7.3
7.23,1.6,0.117,57.6,7.8,11.2,34.0,7.23
